VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD    INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER      VALUE_BASER N_PNT CL_1 VALUE_1      CL_2 VALUE_2      CL_3 VALUE_3       CL_4 VALUE_4        CL_5 VALUE_5        CL_6 VALUE_6      CL_7 VALUE_7      CL_8 VALUE_8     CL_9 VALUE_9     CL_10 VALUE_10    CL_11 VALUE_11    CL_12 VALUE_12    CL_13 VALUE_13     CL_14 VALUE_14     CL_15 VALUE_15       CL_16 VALUE_16       CL_17 VALUE_17      CL_18 VALUE_18     CL_19 VALUE_19
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 DPT      K          Z2       DPT     K         Z2      ANALYS DTC166  MAX_SQUARE     9           >=260       >=260      NA         NA    ECLV      61807 1           NA            19 0.05    NA         0.1    NA        0.15    NA          0.2    NA          0.25    NA           0.3   NA         0.35   NA          0.4   NA        0.45   NA          0.5   NA         0.55   NA          0.6   NA         0.65   NA           0.7   NA          0.75    NA            0.8    NA           0.85    NA           0.9    NA         0.95    NA
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  NEAREST        1           <5          <5         NA         NA    ECLV      45845 0.85093      0.0069597    19 0.05    -0.94337   0.1    -0.43854  0.15    -0.27027    0.2    -0.18613    0.25    -0.13565     0.3   -0.10199   0.35   -0.077951   0.4   -0.059921 0.45   -0.045898   0.5   -0.03468   0.55   -0.025501   0.6   -0.017852  0.65   -0.01138     0.7   -0.0058322  0.75    -0.0010243    0.8     0.0031826   0.85     0.0068946   0.9    -0.56056   0.95    -2.28469
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  NEAREST        1           >=5         >=5        NA         NA    ECLV      45845 0.14907      0.0069597    19 0.05    -2.28469   0.1    -0.56056  0.15     0.0068946  0.2     0.0031826  0.25    -0.0010243   0.3   -0.0058322 0.35   -0.01138    0.4   -0.017852 0.45   -0.025501   0.5   -0.03468   0.55   -0.045898   0.6   -0.059921  0.65   -0.077951    0.7   -0.10199    0.75    -0.13565      0.8    -0.18613     0.85    -0.27027     0.9    -0.43854   0.95    -0.94337
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  NEAREST        1           <5          <5         NA         NA    ECLV      62094 0.96592      0.15242      19 0.05   -97.52127   0.1   -46.01843  0.15   -28.85082    0.2   -20.26701    0.25   -15.11673     0.3  -11.68321   0.35   -9.23069    0.4   -7.3913   0.45   -5.96067    0.5   -4.81616   0.55   -3.87975    0.6   -3.0994    0.65   -2.43911     0.7   -1.87314    0.75    -1.38264      0.8    -0.95345     0.85    -0.57475     0.9    -0.23813   0.95     0.063053
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  NEAREST        1           >=5         >=5        NA         NA    ECLV      62094 0.034077     0.15242      19 0.05     0.063053  0.1    -0.23813  0.15    -0.57475    0.2    -0.95345    0.25    -1.38264     0.3   -1.87314   0.35   -2.43911    0.4   -3.0994   0.45   -3.87975    0.5   -4.81616   0.55   -5.96067    0.6   -7.3913    0.65   -9.23069     0.7  -11.68321    0.75   -15.11673      0.8   -20.26701     0.85   -28.85082     0.9   -46.01843   0.95   -97.52127
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  UW_MEAN_SQUARE 9           <5          <5         NA         NA    ECLV      45545 0.85085      0.0026799    19 0.05    -0.89519   0.1    -0.41822  0.15    -0.25924    0.2    -0.17974    0.25    -0.13205     0.3   -0.10025   0.35   -0.077538   0.4   -0.060503 0.45   -0.047255   0.5   -0.036655  0.55   -0.027983   0.6   -0.020757  0.65   -0.014642    0.7   -0.0094004  0.75    -0.0048579    0.8    -0.00088326  0.85     0.0026238   0.9    -0.56859   0.95    -2.30218
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  UW_MEAN_SQUARE 9           >=5         >=5        NA         NA    ECLV      45545 0.14915      0.0026799    19 0.05    -2.30218   0.1    -0.56859  0.15     0.0026238  0.2    -0.00088326 0.25    -0.0048579   0.3   -0.0094004 0.35   -0.014642   0.4   -0.020757 0.45   -0.027983   0.5   -0.036655  0.55   -0.047255   0.6   -0.060503  0.65   -0.077538    0.7   -0.10025    0.75    -0.13205      0.8    -0.17974     0.85    -0.25924     0.9    -0.41822   0.95    -0.89519
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  UW_MEAN_SQUARE 9           <5          <5         NA         NA    ECLV      61807 0.96635      0.15746      19 0.05   -98.93558   0.1   -46.68558  0.15   -29.26891    0.2   -20.56058    0.25   -15.33558     0.3  -11.85224   0.35   -9.36415    0.4   -7.49808  0.45   -6.04669    0.5   -4.88558   0.55   -3.93558    0.6   -3.14391   0.65   -2.47404     0.7   -1.89986    0.75    -1.40224      0.8    -0.96683     0.85    -0.58264     0.9    -0.24113   0.95     0.064423
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  UW_MEAN_SQUARE 9           >=5         >=5        NA         NA    ECLV      61807 0.033653     0.15746      19 0.05     0.064423  0.1    -0.24113  0.15    -0.58264    0.2    -0.96683    0.25    -1.40224     0.3   -1.89986   0.35   -2.47404    0.4   -3.14391  0.45   -3.93558    0.5   -4.88558   0.55   -6.04669    0.6   -7.49808   0.65   -9.36415     0.7  -11.85224    0.75   -15.33558      0.8   -20.56058     0.85   -29.26891     0.9   -46.68558   0.95   -98.93558
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  MIN_SQUARE     9           <5          <5         NA         NA    ECLV      45545 0.85085     -0.0033036    19 0.05    -0.62682   0.1    -0.2956   0.15    -0.18519    0.2    -0.12999    0.25    -0.096864    0.3   -0.074783  0.35   -0.05901    0.4   -0.047181 0.45   -0.03798    0.5   -0.03062   0.55   -0.024598   0.6   -0.019579  0.65   -0.015333    0.7   -0.011693   0.75    -0.0085382    0.8    -0.005778    0.85    -0.0033425   0.9    -0.57951   0.95    -2.32806
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  MIN_SQUARE     9           >=5         >=5        NA         NA    ECLV      45545 0.14915     -0.0033036    19 0.05    -2.32806   0.1    -0.57951  0.15    -0.0033425  0.2    -0.005778   0.25    -0.0085382   0.3   -0.011693  0.35   -0.015333   0.4   -0.019579 0.45   -0.024598   0.5   -0.03062   0.55   -0.03798    0.6   -0.047181  0.65   -0.05901     0.7   -0.074783   0.75    -0.096864     0.8    -0.12999     0.85    -0.18519     0.9    -0.2956    0.95    -0.62682
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 010000   20120517_120000 20120517_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  MIN_SQUARE     9           <5          <5         NA         NA    ECLV      61807 0.96635      0.15637      19 0.05   -84.08365   0.1   -39.66538  0.15   -24.85929    0.2   -17.45625    0.25   -13.01442     0.3  -10.05321   0.35   -7.93805    0.4   -6.35168  0.45   -5.11784    0.5   -4.13077   0.55   -3.32316    0.6   -2.65016   0.65   -2.0807      0.7   -1.59258    0.75    -1.16955      0.8    -0.7994      0.85    -0.47279     0.9    -0.18248   0.95     0.077277
