VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV  OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR       FBAR_NCL  FBAR_NCU   FBAR_BCL  FBAR_BCU   FSTDEV  FSTDEV_NCL FSTDEV_NCU FSTDEV_BCL FSTDEV_BCU OBAR      OBAR_NCL   OBAR_NCU  OBAR_BCL   OBAR_BCU  OSTDEV  OSTDEV_NCL OSTDEV_NCU OSTDEV_BCL OSTDEV_BCU PR_CORR PR_CORR_NCL PR_CORR_NCU PR_CORR_BCL PR_CORR_BCU SP_CORR KT_CORR RANKS FRANK_TIES ORANK_TIES ME         ME_NCL    ME_NCU     ME_BCL    ME_BCU     ESTDEV  ESTDEV_NCL ESTDEV_NCU ESTDEV_BCL ESTDEV_BCU MBIAS    MBIAS_BCL MBIAS_BCU MAE     MAE_BCL MAE_BCU MSE      MSE_BCL  MSE_BCU  BCMSE    BCMSE_BCL BCMSE_BCU RMSE    RMSE_BCL RMSE_BCU E10      E10_BCL  E10_BCU  E25       E25_BCL  E25_BCU  E50        E50_BCL   E50_BCU   E75     E75_BCL E75_BCU E90     E90_BCL E90_BCU EIQR    EIQR_BCL EIQR_BCU MAD     MAD_BCL MAD_BCU ANOM_CORR ANOM_CORR_NCL ANOM_CORR_NCU ANOM_CORR_BCL ANOM_CORR_BCU ME2        ME2_BCL    ME2_BCU  MSESS      MSESS_BCL MSESS_BCU RMSFA   RMSFA_BCL RMSFA_BCU RMSOA   RMSOA_BCL RMSOA_BCU ANOM_CORR_UNCNTR ANOM_CORR_UNCNTR_BCL ANOM_CORR_UNCNTR_BCU SI         SI_BCL       SI_BCU
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          Z2       TMP     NA        Z2       ADPSFC LAND_L0 NEAREST     1           NA          NA         NA         0.05  CNT        4155 279.05762  278.84478 279.27046  278.8334  279.2697   6.99989    6.85257    7.15374    6.86443    7.15137 278.93597 278.71727  279.15466 278.71428  279.15258 7.19257    7.04119    7.35065    7.04152    7.32663 0.92642     0.92199     0.93062     0.92207     0.93199 0.92757 0.77763  4155       3880       3822  0.12165    0.038681  0.20462    0.04363   0.21362   2.72869    2.67126    2.78866    2.63473    2.8088   1.00044   1.00016   1.00077 2.08798 2.02973 2.14391  7.45873  6.95033  7.92566  7.44393   6.94012   7.88749 2.73107  2.63635  2.81526 -3.12361 -3.30859 -2.93359 -1.60861  -1.68359 -1.55859 -0.0336    -0.058594  0.067656 1.69141 1.56641 1.81641 3.51639 3.31641 3.69178 3.30002  3.20001  3.47501 1.64999 1.60001 1.75      0.48874      0.46524        0.51154     0.4663          0.51543 0.014799   0.0019034  0.045634  0.85582    0.84606   0.86659  2.29759   2.24924   2.36425 3.00416   2.92128   3.07918          0.49586              0.47354              0.52436  0.009791     0.0094558  0.010092
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA DTC165  NEAREST     1           NA          NA         NA         0.05  CNT         212 277.7307   276.70304 278.75837  276.69655 278.69582  7.63432    6.97018    8.43948    7.14185    8.19812 277.55283 276.5314   278.57426 276.57316  278.4989  7.588      6.92789    8.38827    7.02956    8.10615 0.9705      0.96149     0.97742     0.93948     0.98718 0.96299 0.87474   212          1        102  0.17787   -0.071075  0.42682   -0.027348  0.45525   1.8494     1.68852    2.04445    1.21682    2.54526  1.00064   0.9999    1.00164 1.06347 0.89684 1.28978  3.43579  1.49339  6.57557  3.40415   1.47367   6.44785 1.85359  1.22204  2.56427 -1.29613 -1.62673 -1.07187 -0.77188  -0.90469 -0.53585  0.056939  -0.086044  0.19611  0.81132 0.60138 0.93746 1.59555 1.26944 1.91794 1.5832   1.27007  1.73274 0.78592 0.64448 0.85593   0.4875       0.37756        0.5839      0.29641         0.68338 0.031639   7.365e-05  0.20726   0.94033    0.87701   0.97397  1.45257   1.18823   1.68983 2.05111   1.51882   2.67449          0.48353              0.28074              0.68524  0.0066783    0.0044005  0.0092499
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA DTC166  NEAREST     1           NA          NA         NA         0.05  CNT         395 274.06123  273.2497  274.87277  273.33244 274.84144  8.22921    7.69256    8.84698    7.83319    8.67985 274.07101 273.25056  274.89147 273.35473  274.87327 8.31968    7.77713    8.94423    7.88407    8.77111 0.99225     0.99057     0.99364     0.98992     0.99386 0.99063 0.92645   395         17        252 -0.0097785 -0.11174   0.092178  -0.11003   0.094087  1.03387    0.96645    1.11148    0.93332    1.16397  0.99996   0.9996    1.00034 0.75325 0.69684 0.82235  1.06628  0.87038  1.35231  1.06618   0.86889   1.35139 1.03261  0.93294  1.16289 -1.10185 -1.25512 -0.97763 -0.62189  -0.68425 -0.51894 -0.0058594 -0.14711   0.095373 0.52364 0.40004 0.6584  1.15948 0.95211 1.46675 1.14552  1.02867  1.23609 0.58275 0.50892 0.63292   0.51106      0.43429        0.58046     0.41352         0.58945 9.5619e-05 2.975e-06  0.016353  0.9846     0.9799    0.98771  0.81987   0.75377   0.88188 1.1738    1.08744   1.28822          0.51109              0.41381              0.58724  0.0037677    0.0034008  0.0042373
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA LMV     NEAREST     1           NA          NA         NA         0.05  CNT          43 278.08074  276.93721 279.22426  276.89689 279.05644  3.82587    3.15459    4.86273    3.135      4.53932 278.11511 276.95201  279.27821 276.88477  279.10453 3.89138    3.2086     4.94598    3.16652    4.49359 0.98126     0.96544     0.98987     0.96991     0.98919 0.98082 0.89989    43          1          7 -0.034378  -0.25853   0.18977   -0.26719   0.19792   0.74994    0.61835    0.95318    0.60131    0.90134  0.99988   0.99904   1.00071 0.5936  0.48145 0.73578  0.55051  0.35903  0.80578  0.54932   0.35317   0.79351 0.74196  0.59919  0.89765 -0.95493 -1.03628 -0.72187 -0.65771  -0.85256 -0.15951  0.095373  -0.40095   0.29413  0.40991 0.24325 0.51806 0.56806 0.47325 1.50769 1.06762  0.56193  1.24777 0.44224 0.24048 0.72765   0.65909      0.44728        0.80089     0.48751         0.78149 0.0011819  2.99e-05   0.075338  0.96365    0.9396    0.97791  0.78555   0.64237   0.93194 0.99756   0.63299   1.29103          0.67743              0.48786              0.80821  0.0026678    0.0021526  0.0032373
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA LAND_L0 NEAREST     1           NA          NA         NA         0.05  CNT         664 274.97524  274.32428 275.6262   274.30505 275.5282   8.55832    8.12145    9.04525    8.23462    8.88983 274.93358 274.2732   275.59397 274.27912  275.50215 8.68227    8.23907    9.17625    8.37161    9.01999 0.98678     0.98462     0.98864     0.97821     0.9916  0.98424 0.91426   664         35        493  0.041654  -0.065383  0.14869   -0.057415  0.16123   1.40724    1.3354     1.4873     1.13225    1.80161  1.00015   0.99979   1.00059 0.90306 0.81908 0.99817  1.97907  1.28015  3.25776  1.97733   1.28006   3.24094 1.40679  1.13144  1.80492 -1.25121 -1.40962 -1.11462 -0.68329  -0.77083 -0.57187  0.027727  -0.072149  0.09759  0.67102 0.57208 0.76218 1.41001 1.18031 1.5532  1.35431  1.20759  1.46548 0.67334 0.60869 0.73374   0.45398      0.39142        0.51237     0.30765         0.59335 0.001735   2.975e-06  0.025997  0.97375    0.95653   0.98323  1.1125    1.00296   1.22347 1.50311   1.2812    1.85202          0.45387              0.31031              0.59368  0.0051168    0.0041063  0.0065655
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC DTC165  NEAREST     1           NA          NA         NA         0.05  CNT         980  -0.087064  -0.21458   0.040448  -0.1865    0.055009 2.03665    1.9503     2.13106    1.96358    2.11573   0.18388   0.050668   0.31709   0.046725   0.32546 2.12765    2.03745    2.22628    1.95167    2.29322 0.58942     0.54699     0.62883     0.5352      0.64008 0.58232 0.4363    980        382        877 -0.27094   -0.38918  -0.1527    -0.39358  -0.14609   1.88854    1.80848    1.97609    1.74457    2.03321 -0.47349  -3.33088   0.18259 1.4184  1.33613 1.49109  3.63637  3.10495  4.20493  3.56296   3.04041   4.12974 1.90693  1.76209  2.05059 -2.31287 -2.58677 -2.08367 -1.33577  -1.4596  -1.18654 -0.38046   -0.45921  -0.29903  0.78403 0.62308 0.99482 1.8994  1.64413 2.17904 2.1198   1.96581  2.30689 1.05595 0.9727  1.13214   0.3079       0.2501         0.36351     0.24015         0.38139 0.07341    0.021341   0.1549    0.19672    0.092078  0.28623  1.09874   1.0428    1.16086 1.94961   1.83966   2.06579          0.32021              0.25324              0.39454 10.37063      5.82879   40.88454
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC DTC166  NEAREST     1           NA          NA         NA         0.05  CNT        3168   2.03293    1.92914   2.13672    1.94522   2.13764  2.98059    2.90897    3.05586    2.88729    3.06959   1.53902   1.4501     1.62793   1.47528    1.62644 2.55336    2.492      2.61784    2.47211    2.63    0.82543     0.814       0.83622     0.81291     0.83745 0.82052 0.65298  3168       1576       3027  0.49392    0.43524   0.5526     0.42714   0.557     1.68514    1.64464    1.72769    1.63402    1.74152  1.32093   1.27356   1.36479 1.34145 1.30048 1.38238  3.08274  2.89053  3.27671  2.83879   2.66918   3.03192 1.75577  1.70015  1.81017 -1.48363 -1.57833 -1.40498 -0.58652  -0.64139 -0.53218  0.40325    0.32521   0.47038  1.524   1.45368 1.6563  2.52976 2.39951 2.66629 2.11051  2.03521  2.2191  1.05268 1.01206 1.09855   0.37512      0.3448         0.40466     0.33693         0.40851 0.24396    0.18245    0.31025   0.52716    0.48552   0.56524  1.07753   1.04589   1.10644 1.8265    1.76767   1.88429          0.35934              0.31985              0.39556  1.14084      1.07061    1.20171
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC LMV     NEAREST     1           NA          NA         NA         0.05  CNT         393   0.57455    0.40522   0.74387    0.39098   0.77339  1.71264    1.60069    1.84156    1.60957    1.80042   0.10712  -0.026605   0.24085  -0.029936   0.23751 1.35262    1.26421    1.45444    1.2092     1.47182 0.68105     0.62418     0.73075     0.62042     0.73134 0.63799 0.50791   393        199        341  0.46742    0.34208   0.59277    0.33896   0.58074   1.2678     1.18493    1.36324    1.17842    1.34585  5.36334 -55.2203   18.36505 1.07182 0.98273 1.14834  1.82172  1.56268  2.04391  1.60324   1.38514   1.80669 1.34971  1.25007  1.42965 -1.18104 -1.45125 -0.93653 -0.33456  -0.53606 -0.19875  0.4442     0.28884   0.6036   1.29638 1.16801 1.44655 1.98288 1.81278 2.21342 1.63095  1.48138  1.84578 0.81275 0.73647 0.91084   0.33666      0.24593        0.42154     0.24667         0.42001 0.21848    0.11489    0.33726   0.0043036 -0.29154   0.20534  0.82158   0.7754    0.87282 1.52297   1.42249   1.61198          0.46862              0.39878              0.53213 12.59943   -149.10488   52.90108
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC LAND_L0 NEAREST     1           NA          NA         NA         0.05  CNT        4114   1.41282    1.32505   1.5006     1.332     1.49141  2.87238    2.81163    2.93583    2.80432    2.9451    1.15019   1.07426    1.22613   1.07386    1.21484 2.48502    2.43246    2.53991    2.42367    2.55994 0.80472     0.79368     0.81523     0.7931      0.81923 0.78322 0.61864  4114       1920       3970  0.26263    0.21025   0.315      0.21151   0.31914   1.71399    1.67775    1.75186    1.66181    1.75655  1.22833   1.18209   1.28162 1.32892 1.2943  1.35985  3.00604  2.83426  3.14841  2.93706   2.76094   3.08473 1.73379  1.68353  1.77438 -1.71434 -1.78507 -1.63979 -0.84455  -0.90746 -0.77707  0.19642    0.13807   0.28068  1.31182 1.2421  1.38075 2.35142 2.26536 2.43343 2.15637  2.07917  2.2257  1.07501 1.03878 1.11491   0.35265      0.3256         0.37912     0.31945         0.38134 0.068974   0.044735   0.10185   0.51322    0.47527   0.55305  1.06393   1.04547   1.09034 1.78638   1.73434   1.83567          0.34649              0.31308              0.37619  1.50739      1.41677    1.61101
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC DTC165  NEAREST     1           NA          NA         NA         0.05  CNT         980  -0.41186   -0.53123  -0.29249   -0.53946  -0.29723  1.90661    1.82578    1.99499    1.83668    1.98426  -0.34531  -0.47048   -0.22013  -0.48069   -0.21742 1.99928    1.91451    2.09195    1.81639    2.20048 0.57163     0.52791     0.61234     0.5271      0.60778 0.57656 0.42699   980        382        881 -0.066552  -0.17984   0.046739  -0.19774   0.048502  1.8095     1.73279    1.89338    1.67533    1.9849   1.19273   0.88309   1.79541 1.34711 1.2825  1.4306   3.2754   2.82245  3.93701  3.27097   2.80387   3.9358  1.80981  1.68002  1.98419 -2.15899 -2.38543 -1.96585 -1.15131  -1.27112 -1.04661 -0.12767   -0.2163   -0.056151 0.91013 0.7696  1.01202 2.19557 1.97853 2.36369 2.06145  1.93474  2.21542 1.02581 0.96845 1.10809   0.4224       0.36955        0.47252     0.36988         0.47098 0.0044292  1.795e-05  0.039108  0.18056    0.080002  0.24476  1.29029   1.23039   1.35477 1.94641   1.80917   2.13666          0.43361              0.37655              0.47942 -5.24116     -8.24197   -3.81502
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC DTC166  NEAREST     1           NA          NA         NA         0.05  CNT        3168  -0.67357   -0.74632  -0.60082   -0.74504  -0.59145  2.08926    2.03906    2.14202    2.02793    2.14477  -0.47794  -0.54167   -0.4142   -0.53641   -0.41154 1.8303     1.78632    1.87652    1.75169    1.90558 0.68365     0.66465     0.70177     0.65972     0.70601 0.65971 0.50571  3168       1576       3043 -0.19563   -0.25054  -0.14072   -0.24538  -0.14795   1.57686    1.53897    1.61668    1.5276     1.63248  1.40933   1.29089   1.56873 1.23952 1.20349 1.27852  2.52399  2.36392  2.7042   2.48572   2.33282   2.66416 1.58871  1.5375   1.64444 -2.14081 -2.2426  -2.04926 -1.21341  -1.2978  -1.13493 -0.19636   -0.26483  -0.13875  0.80995 0.73271 0.86377 1.64211 1.57556 1.76964 2.02336  1.94313  2.11737 1.01353 0.9722  1.05777   0.39192      0.36204        0.421       0.36017         0.41905 0.038273   0.02189    0.060213  0.24657    0.16601   0.30748  1.08486   1.055     1.10826 1.66252   1.6104    1.71647          0.3928               0.36068              0.42051 -3.3241      -3.82316   -2.9813
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC LMV     NEAREST     1           NA          NA         NA         0.05  CNT         393   0.30252    0.17516   0.42989    0.19429   0.43586  1.28826    1.20405    1.38523    1.22292    1.3664    0.12061   0.033145   0.20808   0.039511   0.21889 0.88468    0.82685    0.95128    0.7694     0.9969  0.50883     0.43164     0.57863     0.42912     0.57766 0.51335 0.39901   393        199        351  0.18191    0.06995   0.29387    0.073926  0.3036    1.13245    1.05842    1.21769    1.06226    1.21156  2.50826   1.49893   7.38131 0.9328  0.87174 0.98964  1.31226  1.15499  1.49965  1.27917   1.12552   1.46414 1.14554  1.0747   1.2246  -1.20549 -1.39622 -1.09426 -0.6469   -0.75873 -0.42818  0.2886     0.086562  0.42596  0.85516 0.82643 0.99113 1.61488 1.32923 1.95561 1.50206  1.34992  1.63223 0.70298 0.64561 0.82311   0.53667      0.46229        0.60355     0.48716         0.60258 0.033092   0.0054647  0.092172 -0.67667   -1.24557  -0.26789  1.09096   1.02581   1.15622 1.27814   1.21666   1.35603          0.54202              0.49156              0.60595  9.49784      4.93109   28.50475
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC LAND_L0 NEAREST     1           NA          NA         NA         0.05  CNT        4114  -0.56565   -0.6307   -0.5006    -0.63056  -0.50581  2.12883    2.0838     2.17585    2.0686     2.19276  -0.39665  -0.45577   -0.33752  -0.44521   -0.33619 1.93476    1.89384    1.9775     1.86456    2.0139  0.6861      0.66958     0.70194     0.66582     0.70769 0.63958 0.48886  4114       1920       3972 -0.169     -0.2185   -0.11951   -0.21931  -0.1239    1.61971    1.58545    1.65549    1.56755    1.65705  1.42608   1.30456   1.62129 1.25782 1.22493 1.29013  2.65138  2.48686  2.77388  2.62282   2.45662   2.74516 1.62831  1.57698  1.6655  -2.12764 -2.23054 -2.06813 -1.19696  -1.26359 -1.13924 -0.17473   -0.21852  -0.12432  0.81924 0.76134 0.86284 1.74936 1.64263 1.86128 2.0162   1.95438  2.09487 1.01189 0.97814 1.0461    0.39726      0.37121        0.42269     0.37272         0.42465 0.028562   0.015352   0.048094  0.2917     0.2365    0.35223  1.12507   1.09851   1.14749 1.69894   1.65103   1.73963          0.39259              0.36747              0.42054 -4.10519     -4.79356   -3.65919
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA DTC165  NEAREST     1           NA          NA         NA         0.05  CNT         195   1.16514    0.53339   1.79689    0.58492   1.78356  4.50106    4.09425    4.99836    3.92919    5.01662   1.01897   0.36469    1.67326   0.40201    1.75131 4.6616     4.24028    5.17664    4.03524    5.20712 0.86737     0.82774     0.89839     0.82233     0.89924 0.83425 0.66209   195          0         87  0.14617   -0.18572   0.47805   -0.21108   0.47011   2.3646     2.15088    2.62585    2.11456    2.61132  1.14344   0.83511   1.76698 1.7924  1.57885 1.99616  5.58401  4.51178  6.90989  5.56265   4.44842   6.78404 2.36305  2.12409  2.62867 -2.71345 -3.28078 -1.89223 -1.07799  -1.45233 -0.72708  0.16775   -0.069148  0.50363  1.71769 1.23007 2.17862 2.92694 2.42566 3.47292 2.79568  2.2698   3.16999 1.30899 1.12528 1.55909   0.3615       0.23282        0.47775     0.22501         0.47942 0.021365   0.0002134  0.221     0.74303    0.6416    0.80742  1.74816   1.54374   2.0095  2.35303   2.06351   2.61453          0.36573              0.23877              0.47651  2.31905      1.32383    6.04296
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA DTC166  NEAREST     1           NA          NA         NA         0.05  CNT         359   7.7066     6.76538   8.64782    6.80069   8.44678  9.09892    8.47846    9.81813    8.34684    9.84053   8.05738   7.12356    8.9912    7.19114    8.87588 9.02737    8.41178    9.74092    8.32581    9.72278 0.96011     0.95113     0.96747     0.95029     0.96828 0.95816 0.82268   359          0        158 -0.35079   -0.61568  -0.08589   -0.64639  -0.079126  2.56079    2.38617    2.7632     2.36884    2.76243  0.95646   0.92017   0.98959 1.99666 1.86308 2.17682  6.66243  5.72121  7.77926  6.53938   5.59578   7.60979 2.58117  2.3919   2.78913 -3.12422 -3.75561 -2.83429 -1.87981  -2.12267 -1.72631 -0.5159    -0.77839  -0.26019  1.11907 0.6949  1.50819 3.08495 2.58547 3.63396 2.99888  2.60465  3.3743  1.47058 1.28658 1.65295   0.39344      0.30224        0.4775      0.29768         0.47526 0.12305    0.0062645  0.41782   0.91825    0.90014   0.93413  1.83124   1.69496   1.99849 2.65466   2.4555    2.85192          0.38449              0.27232              0.46186  0.32035      0.28666    0.36207
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA LMV     NEAREST     1           NA          NA         NA         0.05  CNT          38   7.3667     6.24645   8.48696    6.34165   8.3105   3.5234     2.8725     4.55839    2.5618     4.17742   7.24474   5.89615    8.59333   5.92737    8.32579 4.24154    3.45797    5.48748    3.04575    5.17243 0.93014     0.86879     0.96336     0.87501     0.95755 0.91199 0.76055    38          0          6  0.12197   -0.39109   0.63502   -0.34895   0.56419   1.61365    1.31555    2.08766    1.20561    1.9907   1.01684   0.95797   1.08692 1.25655 0.98827 1.5556   2.55023  1.48152  3.99225  2.53536   1.41524   3.8586  1.59694  1.21718  1.99806 -1.90322 -2.12934 -1.01692 -0.91625  -1.7062  -0.65488  0.053991  -0.75549   0.56294  1.11239 0.46647 1.46375 1.73297 1.19145 3.63393 2.02864  1.37138  2.72328 1.04813 0.7149  1.35508   0.71916      0.51873        0.84465     0.53769         0.84335 0.014876   0.00020825 0.33705   0.85825    0.75463   0.90879  1.40693   1.09211   1.7486  2.28705   1.49562   3.0438           0.72409              0.52826              0.8487   0.22043      0.15623    0.32653
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA LAND_L0 NEAREST     1           NA          NA         NA         0.05  CNT         609   4.80248    4.15911   5.44584    4.13592   5.39431  8.1006     7.66978    8.58309    7.67697    8.55037   4.90542   4.24848    5.56236   4.28548    5.47914 8.27154    7.83164    8.76421    7.71891    8.72128 0.95298     0.94508     0.95976     0.94474     0.95898 0.93654 0.79337   609          0        360 -0.10294   -0.30277   0.096886  -0.30058   0.069574  2.51605    2.38224    2.66591    2.35402    2.67819  0.97901   0.93916   1.01493 1.92147 1.79634 2.04913  6.33071  5.55022  7.19457  6.32011   5.53233   7.16094 2.51609  2.35589  2.68227 -3.00158 -3.42874 -2.63492 -1.55727  -1.83749 -1.26514 -0.068372  -0.33589   0.13644  1.43015 1.23007 1.65546 2.98123 2.68405 3.2426  2.98742  2.71075  3.30258 1.49852 1.36974 1.65403   0.33152      0.25889        0.40042     0.26181         0.41377 0.010597   5.925e-05  0.090357  0.90747    0.89015   0.91903  1.72934   1.62891   1.84537 2.4902    2.33099   2.64648          0.33218              0.2619               0.4141   0.51292      0.45401    0.58405
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA DTC165  NEAREST     1           NA          NA         NA         0.05  CNT         195   4.19259    3.40251   4.98267    3.44721   4.99547  5.62911    5.12035    6.25105    4.98131    6.11075   4.17487   3.29206    5.05768   3.16258    5.02591 6.28982    5.72134    6.98475    5.58314    6.9171  0.90541     0.8764      0.92788     0.87419     0.93076 0.87029 0.70055   195          0         77  0.017717  -0.35718   0.39261   -0.37261   0.43144   2.67103    2.42962    2.96614    2.36926    2.93211  1.00424   0.91868   1.112   2.15517 1.93692 2.37795  7.09813  5.65096  8.55399  7.09781   5.58462   8.55316 2.66423  2.37717  2.92472 -3.14113 -3.74643 -2.64067 -1.86237  -2.23003 -1.37096  0.093438  -0.49407   0.63785  1.85517 1.35867 2.29263 3.29697 2.55239 3.81476 3.71754  3.15582  4.22864 1.90324 1.5961  2.1307    0.39569      0.2702         0.50796     0.23372         0.53077 0.00031388 8.3125e-05 0.20122   0.82058    0.76192   0.86272  2.08805   1.74842   2.41487 2.74398   2.45297   3.01559          0.41812              0.25196              0.55463  0.63816      0.49874    0.8409
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA DTC166  NEAREST     1           NA          NA         NA         0.05  CNT         359  -5.92706   -6.54655  -5.30757   -6.58506  -5.38492  5.98872    5.58035    6.46209    5.51717    6.28344  -5.95042  -6.57876   -5.32208  -6.55364   -5.4234  6.07429    5.66008    6.55442    5.5611     6.40844 0.90798     0.88793     0.92459     0.88757     0.92218 0.8906  0.71701   359          0        195  0.023361  -0.24443   0.29116   -0.27241   0.26725   2.58881    2.41228    2.79344    2.42368    2.76145  0.99607   0.95539   1.04596 2.05516 1.91005 2.21939  6.68382  5.86408  7.62129  6.68327   5.85787   7.60435 2.58531  2.42159  2.76067 -3.52295 -4.00758 -2.95426 -1.60356  -2.05546 -1.13164  0.081545  -0.14129   0.54389  1.67867 1.41799 2.10112 3.31237 2.87183 3.78969 3.28223  2.80734  3.73419 1.61561 1.40995 1.85283   0.38995      0.2985         0.47431     0.30066         0.47545 0.00054573 4.235e-05  0.081152  0.81885    0.7756    0.84892  1.91273   1.76876   2.05099 2.74321   2.58525   2.93737          0.42881              0.34858              0.51173 -0.43448     -0.48474   -0.38236
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA LMV     NEAREST     1           NA          NA         NA         0.05  CNT          38  -5.82332   -6.6131   -5.03353   -6.51891  -4.94394  2.484      2.02512    3.21367    1.81334    3.19406  -5.86053  -6.82507   -4.89598  -6.75599   -4.84092 3.03364    2.47322    3.92477    2.22676    3.48097 0.66175     0.43385     0.81007     0.43897     0.82055 0.46129 0.32236    38          0          8  0.037208  -0.70163   0.77604   -0.73018   0.70593   2.32376    1.89448    3.00636    1.80338    2.73831  0.99365   0.87964   1.1451  1.8534  1.44544 2.29735  5.25914  3.17394  7.47067  5.25775   3.1666    7.30103 2.29328  1.78155  2.73325 -3.25211 -4.2875  -1.52614 -1.40261  -2.99979 -0.46009  0.068815  -0.61703   1.00046  1.59168 0.90254 2.57494 2.9282  1.77885 3.63632 2.99429  1.90915  4.52101 1.60007 0.97404 2.1272    0.24725     -0.078645       0.52541     0.0015905       0.46934 0.0013844  0.00058205 0.64996   0.42854    0.042692  0.66262  1.86165   1.54572   2.20047 2.36795   1.8289    2.75317          0.43257              0.19618              0.6454  -0.39131     -0.49458   -0.29814
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA LAND_L0 NEAREST     1           NA          NA         NA         0.05  CNT         609  -2.04149   -2.64698  -1.43599   -2.58511  -1.44074  7.62378    7.21832    8.07786    7.20306    7.9502   -2.0936   -2.71554   -1.47165  -2.645     -1.35095 7.83087    7.4144     8.2973     7.36309    8.1422  0.94489     0.93568     0.95281     0.93719     0.95125 0.94583 0.79586   609          0        371  0.052108  -0.15228   0.2565    -0.14879   0.26819   2.57351    2.43664    2.72679    2.42672    2.70342  0.97511   0.8803    1.08316 2.05374 1.93546 2.17277  6.61479  5.90049  7.30608  6.61207   5.87932   7.29648 2.57192  2.42909  2.70298 -3.35018 -3.71906 -2.93769 -1.66851  -1.92757 -1.39091  0.14304   -0.088115  0.54312  1.70289 1.50596 2.06885 3.31237 2.87949 3.63262 3.37139  3.08995  3.69042 1.68308 1.51201 1.85786   0.41649      0.34858        0.48006     0.33961         0.49077 0.0027153  8.95e-06   0.071984  0.89213    0.87737   0.90332  1.95553   1.80543   2.11265 2.69214   2.54406   2.84367          0.4233               0.34539              0.49443 -1.22847     -1.86678   -0.96974
