VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV  OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER     BASER_NCL BASER_NCU BASER_BCL  BASER_BCU  FMEAN     FMEAN_NCL  FMEAN_NCU FMEAN_BCL FMEAN_BCU ACC     ACC_NCL ACC_NCU ACC_BCL  ACC_BCU  FBIAS    FBIAS_BCL FBIAS_BCU PODY     PODY_NCL    PODY_NCU  PODY_BCL PODY_BCU PODN     PODN_NCL PODN_NCU PODN_BCL PODN_BCU POFD       POFD_NCL    POFD_NCU   POFD_BCL   POFD_BCU   FAR        FAR_NCL    FAR_NCU   FAR_BCL    FAR_BCU   CSI      CSI_NCL     CSI_NCU   CSI_BCL  CSI_BCU  GSS       GSS_BCL    GSS_BCU  HK       HK_NCL    HK_NCU   HK_BCL     HK_BCU   HSS       HSS_BCL    HSS_BCU  ODDS       ODDS_NCL   ODDS_NCU    ODDS_BCL   ODDS_BCU    LODDS    LODDS_NCL LODDS_NCU LODDS_BCL LODDS_BCU ORSS     ORSS_NCL ORSS_NCU ORSS_BCL ORSS_BCU EDS      EDS_NCL   EDS_NCU   EDS_BCL   EDS_BCU  SEDS      SEDS_NCL SEDS_NCU SEDS_BCL  SEDS_BCU EDI       EDI_NCL  EDI_NCU  EDI_BCL  EDI_BCU  SEDI      SEDI_NCL SEDI_NCU SEDI_BCL SEDI_BCU BAGSS     BAGSS_BCL BAGSS_BCU HSS_EC   HSS_EC_BCL HSS_EC_BCU EC_VALUE
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA ALLLATLON NEAREST     1           <=273       <=273      NA         0.05  CTS         734 0.39782   0.36303   0.43367    0.36236    0.43055   0.39101   0.35636    0.42679    0.35828   0.42643  0.98229 0.96993 0.98962  0.97139  0.99046  0.98288   0.9602    1.00744  0.96918  0.95403     0.97944   0.9477   0.98681  0.99095  0.9811   0.99569  0.98135  0.99777  0.0090498  0.0043104   0.018901   0.0022307  0.018652   0.013937   0.0076387  0.025297  0.0033191  0.0292    0.95608  0.93873     0.96868   0.92905  0.97721  0.9285    0.88575    0.96145  0.96013  0.93369   0.98656  0.936      0.97912  0.96293   0.93942    0.98034 3443.16667 1050.37994 11286.76992 1190.67677 15720.29688  8.14415   6.95691   9.33139   7.0822    9.6627   0.99942  0.99873  1.00011  0.99833  0.99992  0.9343   0.89279   0.97582   0.89107   0.97058  0.95242   0.91052  0.99433  0.92408   0.97437  0.98678   0.9764   0.99716  0.97604  0.99449  0.99018   0.98227  0.99808  0.98202  0.9956   0.94753   0.90599    0.98273  0.96458    0.94278    0.98093      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA ALLLATLON NEAREST     1           >273        >273       NA         0.05  CTS         734 0.60218   0.56633   0.63697    0.56945    0.63764   0.60899   0.57321    0.64364    0.57357   0.64172  0.98229 0.96993 0.98962  0.97139  0.99046  1.01131   0.99536   1.02593  0.99095  0.9811      0.99569   0.98135  0.99777  0.96918  0.95403  0.97944  0.9477   0.98681  0.030822   0.020557    0.045973   0.013194   0.052301   0.020134   0.012194   0.033071  0.008829   0.034337  0.97118  0.9564      0.98104   0.95472  0.98472  0.9285    0.88575    0.96145  0.96013  0.94425   0.97601  0.936      0.97912  0.96293   0.93942    0.98034 3443.16667 1050.37994 11286.76992 1190.67677 15720.29688  8.14415   6.95691   9.33139   7.0822    9.6627   0.99942  0.99873  1.00011  0.99833  0.99992  0.96478  0.93088   0.99869   0.92759   0.99137  0.943     0.90947  0.97652  0.90881   0.96994  0.99479   0.98824  1.00134  0.98921  0.99889  0.99018   0.97818  1.00217  0.98202  0.9956   0.9157    0.86968    0.95732  0.96458    0.94278    0.98093      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA LATGE39   NEAREST     1           <=273       <=273      NA         0.05  CTS         381 0.70604   0.65842   0.74954    0.66142    0.74816   0.69554   0.64757    0.7396     0.6561    0.74278  0.979   0.95912 0.98932  0.96325  0.99213  0.98513   0.96734   1.00382  0.9777   0.95742     0.98843   0.95985  0.99271  0.98214  0.96325  0.99141  0.95494  1        0.017857   0.0085905   0.036749   0          0.045055   0.0075472  0.0025164  0.022409  0          0.01939   0.97048  0.94823     0.98333   0.95016  0.98872  0.90465   0.83659    0.96441  0.95984  0.92342   0.99626  0.92686    0.98434  0.94994   0.91103    0.98188 2410.83333  479.15455 12129.943    685.18    10320.53333  7.78773   6.17202   9.40343   6.52961   9.24012  0.99917  0.99783  1.00051  0.99713  1        0.87828  0.78681   0.96975   0.7789    0.9599   0.9187    0.82526  1.01214  0.85771   0.97036  0.98885   0.97781  0.9999   0.97769  0.99654  0.98969   0.97941  0.99996  0.97717  0.9956   0.93948   0.86685    0.96935  0.95801    0.92651    0.98425      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA LATGE39   NEAREST     1           >273        >273       NA         0.05  CTS         381 0.29396   0.25046   0.34158    0.25184    0.33858   0.30446   0.2604     0.35243    0.25722   0.3439   0.979   0.95912 0.98932  0.96325  0.99213  1.03571   0.99138   1.0883   0.98214  0.96325     0.99141   0.95494  1        0.9777   0.95742  0.98843  0.95985  0.99271  0.022305   0.011568    0.042579   0.0072938  0.040146   0.051724   0.033624   0.078774  0.016807   0.095716  0.9322   0.9024      0.95337   0.87849  0.97562  0.90465   0.83659    0.96441  0.95984  0.92622   0.99346  0.92686    0.98434  0.94994   0.91103    0.98188 2410.83333  479.15455 12129.943    685.18    10320.53333  7.78773   6.17202   9.40343   6.52961   9.24012  0.99917  0.99783  1.00051  0.99713  1        0.97099  0.93137   1.01061   0.92794   1        0.94275   0.90369  0.9818   0.90075   0.97859  0.99057   0.97417  1.00697  0.97415  1        0.98969   0.97185  1.00752  0.97717  0.9956   0.88734   0.81087    0.95076  0.95801    0.92651    0.98425      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA LATLT39   NEAREST     1           <=273       <=273      NA         0.05  CTS         353 0.065156  0.043806  0.095868   0.03966    0.090652  0.062323  0.041514   0.092555   0.039589  0.084986 0.98584 0.96728 0.99394  0.96884  0.99717  0.95652   0.78552   1.16806  0.86957  0.83042     0.90076   0.73675  1        0.99394  0.97897  0.99827  0.98489  1        0.0060606  0.001728    0.021028   0          0.015111   0.090909   0.065162   0.12546   0          0.26325   0.8      0.75514     0.8384    0.62848  0.94452  0.78784   0.61326    0.94171  0.8635   0.72084   1.00617  0.72728    0.99412  0.88133   0.76027    0.96998 1093.33333  172.72869  6920.5514   214.66667  6308        6.99699   5.15172   8.84225   5.36909   8.74957  0.99817  0.9948   1.00154  0.99283  1        0.90263  0.79773   1.00753   0.79392   1        0.91811   0.81236  1.02387  0.83194   0.98117  0.94671   0.87726  1.01617  0.87347  1        0.95998   0.9041   1.01586  0.89428  0.98878  0.80881   0.5829     0.90513  0.97167    0.93768    0.99433      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 TMP      K          P850-700 TMP     NA        P850-700 ADPUPA LATLT39   NEAREST     1           >273        >273       NA         0.05  CTS         353 0.93484   0.90413   0.95619    0.90935    0.96034   0.93768   0.90744    0.95849    0.91501   0.96041  0.98584 0.96728 0.99394  0.96884  0.99717  1.00303   0.9882    1.01864  0.99394  0.97897     0.99827   0.98489  1        0.86957  0.83042  0.90076  0.73675  1        0.13043    0.099245    0.16958    0          0.26325    0.0090634  0.0031853  0.025512  0          0.021409  0.98498  0.96611     0.99342   0.96781  0.99698  0.78784   0.61326    0.94171  0.8635   0.7863    0.94071  0.72728    0.99412  0.88133   0.76027    0.96998 1093.33333  172.72869  6920.5514   214.66667  6308        6.99699   5.15172   8.84225   5.36909   8.74957  0.99817  0.9948   1.00154  0.99283  1        0.83448  0.62407   1.04489   0.54611   1        0.79329   0.5876   0.99897  0.61792   0.94312  0.99405   0.9818   1.0063   0.98129  1        0.95998   0.88681  1.03315  0.89428  0.98878  0.76942   0.60167    0.90753  0.97167    0.93768    0.99433      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC KDEN      NEAREST     1           >5          >5         NA         0.05  CTS           1 1         0.20655   1         NA         NA         0         0          0.79345   NA        NA        0       0       0.79345 NA       NA        0        NA        NA        0        0           0.79345  NA       NA       NA       NA       NA       NA       NA       NA         NA          NA         NA         NA         NA         NA         NA        NA         NA         0        0           0.79345  NA       NA        0        NA         NA       NA       NA        NA       NA         NA        0        NA         NA         NA         NA          NA         NA          NA       NA        NA        NA        NA        NA       NA       NA       NA       NA       NA       NA       NA        NA        NA        NA       NA        NA       NA       NA        NA       NA        NA       NA       NA       NA       NA        NA       NA       NA       NA       NA        NA         NA       -1         NA         NA            0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC SID_CO    NEAREST     1           >5          >5         NA         0.05  CTS          80 0.125     0.069336  0.21503    0.0625     0.1875    0         3.3105e-18 0.045818   0         0        0.875   0.78497 0.93066  0.8125   0.9375   0         0         0        0        3.3105e-18  0.045818  0        0        1        0.95418  1        1        1        0          3.3105e-18  0.045818   0          0         NA         NA         NA        NA         NA         0        3.3105e-18  0.045818  0        0        0         0          0        0       -0.14118   0.14118  0          0        0         0          0         NA         NA          NA         NA          NA       NA        NA        NA        NA        NA       NA       NA       NA       NA       NA       NA       NA        NA        NA        NA       NA        NA       NA       NA        NA       NA        NA       NA       NA       NA       NA        NA       NA       NA       NA       NA        NA         NA        0.75       0.625      0.875        0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC ALLLATLON NEAREST     1           >5          >5         NA         0.05  CTS        4474 0.072642  0.065398  0.080619   0.064366   0.080247  0.10393   0.095329   0.11322    0.095206  0.11399  0.91864 0.91027 0.9263   0.90992  0.92825  1.43077   1.29509   1.58937  0.65538  0.64133     0.66917   0.60918  0.70332  0.93926  0.93188  0.94589  0.93249  0.94707  0.060738   0.054108    0.06812    0.052929   0.067515   0.54194    0.52731    0.55649   0.49462    0.59156   0.36915  0.35513     0.3834    0.32799  0.41478  0.32992   0.28966    0.37613  0.59465  0.54126   0.64804  0.54744    0.64786  0.49615   0.4492     0.54665   29.40976   22.63462    38.21288   23.00677    39.33449  3.38133   3.11948   3.64317   3.13579   3.6721   0.93423  0.91758  0.95089  0.91669  0.95041  0.72245  0.67785   0.76705   0.67914   0.76449  0.6048    0.56325  0.64635  0.56578   0.64698  0.73786   0.68317  0.79255  0.69593  0.78022  0.77701   0.72549  0.82853  0.73704  0.8163   0.29774   0.26012    0.34265  0.83728    0.81985    0.8565       0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC LATGE39   NEAREST     1           >5          >5         NA         0.05  CTS        2511 0.12505   0.11268   0.13856    0.11429    0.1374    0.17841   0.16393    0.19388    0.16287   0.19398  0.8638  0.84983 0.87666  0.84982  0.87535  1.42675   1.30225   1.58309  0.66879  0.65014     0.68693   0.61257  0.7176   0.89167  0.87891  0.90323  0.87856  0.90387  0.10833    0.096766    0.12109    0.096129   0.12144    0.53125    0.5117     0.55071   0.48593    0.57725   0.38043  0.36164     0.39959   0.34414  0.42021  0.31045   0.27397    0.35091  0.56046  0.50507   0.61585  0.50707    0.61149  0.47381   0.4301     0.51952   16.62048   12.67762    21.7896    12.91441    21.58213  2.81064   2.53984   3.08143   2.55834   3.07186  0.8865   0.8575   0.91549  0.85626  0.91143  0.67575  0.62318   0.72832   0.61642   0.72687  0.53252   0.48445  0.58059  0.48833   0.5723   0.69348   0.62491  0.76205  0.64295  0.74228  0.73108   0.66544  0.79671  0.68463  0.77537  0.28229   0.24736    0.32162  0.7276     0.69964    0.7507       0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC LATLT39   NEAREST     1           >5          >5         NA         0.05  CTS        1963 0.0056037 0.0031319 0.010007   0.0030443  0.00866   0.0086602 0.0054141  0.013826   0.004585  0.012736 0.98879 0.98309 0.99259  0.98421  0.99288  1.54545   0.8       3.29286  0.27273  0.25348     0.29286   0        0.54546  0.99283  0.98801  0.99572  0.9892   0.99644  0.0071721  0.0042832   0.011986   0.0035646  0.010798   0.82353    0.80604    0.83976   0.61083    1         0.12     0.10636     0.13512   0        0.27597  0.11663  -0.0012255  0.27163  0.26556  0.030632  0.50048 -0.0051201  0.53733  0.2089   -0.0024543  0.42722   51.91071   12.45691   216.32341    0         189.53225  3.94953   2.52228   5.37677   2.72995   5.27585  0.9622   0.90927  1.01513 -1        0.98949  0.59921  0.36118   0.83724   0.38824   0.79064  0.53207   0.30404  0.7601   0.33726   0.71008  0.58335   0.31419  0.85252  0.36876  0.78503  0.60183   0.32173  0.88194  0.37711  0.80897  0.098883  0.029408   0.25245  0.97759    0.96842    0.98576      0.5
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC KDEN      NEAREST     1           >5          >5         NA         0.05  CTS           1 0         0         0.79345   NA         NA         0         0          0.79345   NA        NA        1       0.20655 1       NA       NA       NA        NA        NA       NA       NA          NA        NA       NA        1        0.20655  1       NA       NA        0          0           0.79345   NA         NA         NA         NA         NA        NA         NA        NA       NA          NA        NA       NA       NA        NA         NA       NA       NA        NA       NA         NA       NA        NA         NA         NA         NA          NA         NA          NA       NA        NA        NA        NA        NA       NA       NA       NA       NA       NA       NA       NA        NA        NA        NA       NA        NA       NA       NA        NA       NA        NA       NA       NA       NA       NA        NA       NA       NA       NA       NA        NA         NA        1         NA         NA            0.5
