VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD  INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER     BASER_NCL   BASER_NCU BASER_BCL BASER_BCU FMEAN      FMEAN_NCL  FMEAN_NCU FMEAN_BCL FMEAN_BCU ACC     ACC_NCL ACC_NCU ACC_BCL ACC_BCU FBIAS    FBIAS_BCL FBIAS_BCU PODY     PODY_NCL    PODY_NCU   PODY_BCL PODY_BCU PODN    PODN_NCL PODN_NCU PODN_BCL PODN_BCU POFD       POFD_NCL   POFD_NCU  POFD_BCL POFD_BCU FAR     FAR_NCL  FAR_NCU FAR_BCL FAR_BCU CSI      CSI_NCL     CSI_NCU   CSI_BCL CSI_BCU GSS        GSS_BCL GSS_BCU HK         HK_NCL    HK_NCU    HK_BCL HK_BCU HSS        HSS_BCL HSS_BCU ODDS      ODDS_NCL ODDS_NCU  ODDS_BCL ODDS_BCU LODDS    LODDS_NCL LODDS_NCU LODDS_BCL LODDS_BCU ORSS     ORSS_NCL ORSS_NCU  ORSS_BCL ORSS_BCU EDS       EDS_NCL  EDS_NCU  EDS_BCL EDS_BCU SEDS     SEDS_NCL SEDS_NCU  SEDS_BCL SEDS_BCU EDI      EDI_NCL  EDI_NCU   EDI_BCL EDI_BCU SEDI     SEDI_NCL SEDI_NCU  SEDI_BCL SEDI_BCU BAGSS     BAGSS_BCL BAGSS_BCU
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP DTC166  NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      0.1   NBRCTS     3463 0.11666    0.10799    0.12594          NA        NA 0.14381    0.13428    0.15389          NA        NA 0.82674 0.81591 0.83706      NA      NA  1.23267        NA        NA  0.37376  0.36034     0.38738         NA       NA 0.88656  0.8774   0.89513       NA       NA 0.11344    0.10487    0.1226          NA       NA 0.69679 0.68379  0.70948      NA      NA 0.20107   0.1901     0.2125         NA      NA  0.13408        NA      NA  0.26033    0.21832   0.30233      NA     NA  0.23645        NA      NA   4.66462  3.84434   5.65994       NA       NA  1.54001   1.3466   1.73341         NA        NA  0.64693  0.5907   0.70316        NA       NA  0.37168   0.3253   0.41807      NA      NA  0.30491  0.26078  0.34903        NA       NA  0.37726  0.31864  0.43587       NA      NA  0.41077  0.34799  0.47355        NA       NA  0.12465         NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP DTC166  NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      0.05  NBRCTS     3463 0.11666    0.10639    0.12778          NA        NA 0.14381    0.13251    0.15589          NA        NA 0.82674 0.81377 0.83898      NA      NA  1.23267        NA        NA  0.37376  0.3578      0.39001         NA       NA 0.88656  0.87557  0.8967        NA       NA 0.11344    0.1033     0.12443         NA       NA 0.69679 0.68127  0.71187      NA      NA 0.20107   0.18805    0.21474        NA      NA  0.13408        NA      NA  0.26033    0.21033   0.31032      NA     NA  0.23645        NA      NA   4.66462  3.7045    5.87358       NA       NA  1.54001   1.30955  1.77046         NA        NA  0.64693  0.57993  0.71393        NA       NA  0.37168   0.31642  0.42695      NA      NA  0.30491  0.25233  0.35748        NA       NA  0.37726  0.30742  0.4471        NA      NA  0.41077  0.33597  0.48557        NA       NA  0.12465         NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP CONUS   NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      0.1   NBRCTS     5273 0.076996   0.071172   0.083254         NA        NA 0.10146    0.094824   0.10851          NA        NA 0.87882 0.87123 0.88602      NA      NA  1.31773        NA        NA  0.37192  0.36104     0.38293         NA       NA 0.9211   0.91478  0.92699       NA       NA 0.078899   0.073006   0.085223        NA       NA 0.71776 0.70745  0.72784      NA      NA 0.19114   0.18239    0.2002         NA      NA  0.14664        NA      NA  0.29302    0.25207   0.33397      NA     NA  0.25578        NA      NA   6.91312  5.71572   8.36138       NA       NA  1.93342   1.74322  2.12362         NA        NA  0.74726  0.70526  0.78925        NA       NA  0.44326   0.40017  0.48635      NA      NA  0.3656   0.32483  0.40638        NA       NA  0.43941  0.38615  0.49266       NA      NA  0.47435  0.41783  0.53087        NA       NA  0.13286         NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP CONUS   NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      0.05  NBRCTS     5273 0.076996   0.070105   0.084503         NA        NA 0.10146    0.093599   0.1099           NA        NA 0.87882 0.86973 0.88735      NA      NA  1.31773        NA        NA  0.37192  0.35897     0.38506         NA       NA 0.9211   0.91351  0.92807       NA       NA 0.078899   0.071925   0.086485        NA       NA 0.71776 0.70545  0.72974      NA      NA 0.19114   0.18075    0.20198        NA      NA  0.14664        NA      NA  0.29302    0.24429   0.34176      NA     NA  0.25578        NA      NA   6.91312  5.5112    8.67166       NA       NA  1.93342   1.70678  2.16006         NA        NA  0.74726  0.69721  0.7973         NA       NA  0.44326   0.39191  0.4946       NA      NA  0.3656   0.31702  0.41419        NA       NA  0.43941  0.37595  0.50286       NA      NA  0.47435  0.407    0.5417         NA       NA  0.13286         NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP LMV     NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      0.1   NBRCTS      524 0.097328   0.078053   0.12074          NA        NA 0.23664    0.2075     0.26849          NA        NA 0.68893 0.65477 0.72115      NA      NA  2.43137        NA        NA  0.11765  0.096436    0.14279         NA       NA 0.75053  0.7182   0.78028       NA       NA 0.24947    0.21972    0.2818          NA       NA 0.95161 0.93374  0.96485      NA      NA 0.035503  0.024414   0.051364       NA      NA -0.038671       NA      NA -0.13182   -0.21054  -0.053112     NA     NA -0.080453       NA      NA   0.40113  0.19216   0.83733       NA       NA -0.91347  -1.6494  -0.17754         NA        NA -0.42742 -0.72816 -0.12668        NA       NA  0.042419 -0.10469  0.18953      NA      NA -0.15635 -0.27541 -0.037297       NA       NA -0.21303 -0.38262 -0.043428      NA      NA -0.23181 -0.4128  -0.050815       NA       NA -0.025499        NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP LMV     NBRHD_SQUARE 9           >5.0        >5.0       >=0.5      0.05  NBRCTS      524 0.097328   0.074803   0.12571          NA        NA 0.23664    0.20225    0.27487          NA        NA 0.68893 0.64804 0.72707      NA      NA  2.43137        NA        NA  0.11765  0.092803    0.14806         NA       NA 0.75053  0.71175  0.78566       NA       NA 0.24947    0.21434    0.28825         NA       NA 0.95161 0.92973  0.96692      NA      NA 0.035503  0.022739   0.055028       NA      NA -0.038671       NA      NA -0.13182   -0.22582  -0.037833     NA     NA -0.080453       NA      NA   0.40113  0.1669    0.96411       NA       NA -0.91347  -1.79039 -0.036552        NA        NA -0.42742 -0.78578 -0.069061       NA       NA  0.042419 -0.13287  0.21771      NA      NA -0.15635 -0.29822 -0.014489       NA       NA -0.21303 -0.41511 -0.010938      NA      NA -0.23181 -0.44748 -0.016142       NA       NA -0.025499        NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP DTC165  NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.1   NBRCTS     2361 0.0093181  0.006581   0.013178         NA        NA 0.0016942  0.00076082 0.0037683        NA        NA 0.98899 0.98485 0.992        NA      NA  0.18182        NA        NA  0        0           0.0011446       NA       NA 0.99829  0.99621  0.99923       NA       NA 0.0017101  0.00077071 0.0037903       NA       NA 1       0.99886  1            NA      NA 0         0          0.0011446      NA      NA -0.0014356      NA      NA -0.0017101 -0.056469  0.053049     NA     NA -0.0028753      NA      NA   0       NA        NA             NA       NA NA        NA       NA               NA        NA -1       NA       NA              NA       NA NA        NA       NA            NA      NA NA       NA       NA              NA       NA NA       NA       NA             NA      NA NA       NA       NA              NA       NA NA               NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP DTC165  NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.05  NBRCTS     2361 0.0093181  0.0061616  0.014069         NA        NA 0.0016942  0.00065903 0.0043483        NA        NA 0.98899 0.98391 0.99247      NA      NA  0.18182        NA        NA  0        0           0.0016244       NA       NA 0.99829  0.99563  0.99933       NA       NA 0.0017101  0.00066797 0.0043711       NA       NA 1       0.99838  1            NA      NA 0         0          0.0016244      NA      NA -0.0014356      NA      NA -0.0017101 -0.076042  0.072622     NA     NA -0.0028753      NA      NA   0       NA        NA             NA       NA NA        NA       NA               NA        NA -1       NA       NA              NA       NA NA        NA       NA            NA      NA NA       NA       NA              NA       NA NA       NA       NA             NA      NA NA       NA       NA              NA       NA NA               NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP DTC166  NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.1   NBRCTS     3463 0.050823   0.045027   0.05732          NA        NA 0.072769   0.065837   0.080368         NA        NA 0.90124 0.89259 0.90927      NA      NA  1.43182        NA        NA  0.24432  0.23251     0.25652         NA       NA 0.93642  0.92925  0.9429        NA       NA 0.063584   0.057098   0.070751        NA       NA 0.82937 0.81859  0.83962      NA      NA 0.11169   0.10319    0.1208         NA      NA  0.081121       NA      NA  0.18073    0.12631   0.23516      NA     NA  0.15007        NA      NA   4.76145  3.48673   6.50219       NA       NA  1.56055   1.24897  1.87214         NA        NA  0.65287  0.56348  0.74225        NA       NA  0.35777   0.2903   0.42523      NA      NA  0.27598  0.21258  0.33937        NA       NA  0.32322  0.24248  0.40396       NA      NA  0.34598  0.25904  0.43292        NA       NA  0.070928        NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP DTC166  NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.05  NBRCTS     3463 0.050823   0.043993   0.058649         NA        NA 0.072769   0.064583   0.081902         NA        NA 0.90124 0.89086 0.91074      NA      NA  1.43182        NA        NA  0.24432  0.2303      0.25891         NA       NA 0.93642  0.9278   0.94407       NA       NA 0.063584   0.055931   0.072204        NA       NA 0.82937 0.81647  0.84153      NA      NA 0.11169   0.10162    0.12261        NA      NA  0.081121       NA      NA  0.18073    0.11601   0.24546      NA     NA  0.15007        NA      NA   4.76145  3.28469   6.90213       NA       NA  1.56055   1.18927  1.93183         NA        NA  0.65287  0.54635  0.75938        NA       NA  0.35777   0.27738  0.43815      NA      NA  0.27598  0.20043  0.35152        NA       NA  0.32322  0.22702  0.41943       NA      NA  0.34598  0.24238  0.44958        NA       NA  0.070928        NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP CONUS   NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.1   NBRCTS     5273 0.031102   0.027404   0.035281         NA        NA 0.044567   0.040121   0.049479         NA        NA 0.9395  0.93387 0.94468      NA      NA  1.43293        NA        NA  0.2439   0.23431     0.25376         NA       NA 0.96183  0.95725  0.96594       NA       NA 0.038168   0.034059   0.04275         NA       NA 0.82979 0.82111  0.83813      NA      NA 0.11142   0.10449    0.11875        NA      NA  0.092954       NA      NA  0.20573    0.14999   0.26148      NA     NA  0.1701         NA      NA   8.12903  5.88928  11.22059       NA       NA  2.09544   1.77313  2.41775         NA        NA  0.78092  0.71804  0.8438         NA       NA  0.4219    0.35603  0.48777      NA      NA  0.34821  0.28575  0.41067        NA       NA  0.39659  0.31965  0.47354       NA      NA  0.41949  0.33745  0.50153        NA       NA  0.080888        NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP CONUS   NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.05  NBRCTS     5273 0.031102   0.026747   0.036139         NA        NA 0.044567   0.039321   0.050476         NA        NA 0.9395  0.93274 0.94562      NA      NA  1.43293        NA        NA  0.2439   0.2325      0.25568         NA       NA 0.96183  0.95632  0.96668       NA       NA 0.038168   0.033324   0.043685        NA       NA 0.82979 0.8194   0.83969      NA      NA 0.11142   0.10321    0.1202         NA      NA  0.092954       NA      NA  0.20573    0.13945   0.27202      NA     NA  0.1701         NA      NA   8.12903  5.53664  11.93525       NA       NA  2.09544   1.71139  2.4795          NA        NA  0.78092  0.706    0.85584        NA       NA  0.4219    0.34341  0.50039      NA      NA  0.34821  0.27379  0.42263        NA       NA  0.39659  0.30491  0.48828       NA      NA  0.41949  0.32173  0.51725        NA       NA  0.080888        NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP LMV     NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.1   NBRCTS      524 0         -4.3145e-19 0.0051367        NA        NA 0.043893   0.031368   0.061104         NA        NA 0.95611 0.9389  0.96863      NA      NA NA              NA        NA NA       NA          NA               NA       NA 0.95611  0.9389   0.96863       NA       NA 0.043893   0.031368   0.061104        NA       NA 1       0.99486  1            NA      NA 0        -4.3145e-19 0.0051367      NA      NA  0              NA      NA NA         NA        NA            NA     NA  0              NA      NA  NA       NA        NA             NA       NA NA        NA       NA               NA        NA NA       NA       NA              NA       NA NA        NA       NA            NA      NA NA       NA       NA              NA       NA NA       NA       NA             NA      NA NA       NA       NA              NA       NA NA               NA        NA
V12.0.0 FCST  NA   240000    20050808_000000 20050808_000000 000000   20050808_000000 20050808_000000 APCP_24  kg/m^2     A24      APCP_24 kg/m^2    A24     MC_PCP LMV     NBRHD_SQUARE 9           >10.0       >10.0      >=0.5      0.05  NBRCTS      524 0          0          0.0072777        NA        NA 0.043893   0.029424   0.065001         NA        NA 0.95611 0.935   0.97058      NA      NA NA              NA        NA NA       NA          NA               NA       NA 0.95611  0.935    0.97058       NA       NA 0.043893   0.029424   0.065001        NA       NA 1       0.99272  1            NA      NA 0         0          0.0072777      NA      NA  0              NA      NA NA         NA        NA            NA     NA  0              NA      NA  NA       NA        NA             NA       NA NA        NA       NA               NA        NA NA       NA       NA              NA       NA NA        NA       NA            NA      NA NA       NA       NA              NA       NA NA       NA       NA             NA      NA NA       NA       NA              NA       NA NA               NA        NA
