VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD    INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER     BASER_NCL BASER_NCU BASER_BCL BASER_BCU FMEAN      FMEAN_NCL  FMEAN_NCU  FMEAN_BCL FMEAN_BCU ACC     ACC_NCL ACC_NCU ACC_BCL ACC_BCU FBIAS   FBIAS_BCL FBIAS_BCU PODY     PODY_NCL PODY_NCU   PODY_BCL PODY_BCU PODN    PODN_NCL PODN_NCU PODN_BCL PODN_BCU POFD       POFD_NCL   POFD_NCU   POFD_BCL POFD_BCU FAR      FAR_NCL  FAR_NCU  FAR_BCL FAR_BCU CSI      CSI_NCL  CSI_NCU    CSI_BCL CSI_BCU GSS      GSS_BCL GSS_BCU HK       HK_NCL     HK_NCU   HK_BCL HK_BCU HSS      HSS_BCL HSS_BCU ODDS     ODDS_NCL ODDS_NCU  ODDS_BCL ODDS_BCU LODDS    LODDS_NCL LODDS_NCU LODDS_BCL LODDS_BCU ORSS     ORSS_NCL ORSS_NCU ORSS_BCL ORSS_BCU EDS      EDS_NCL   EDS_NCU  EDS_BCL EDS_BCU SEDS     SEDS_NCL SEDS_NCU SEDS_BCL SEDS_BCU EDI      EDI_NCL  EDI_NCU  EDI_BCL EDI_BCU SEDI     SEDI_NCL SEDI_NCU SEDI_BCL SEDI_BCU BAGSS     BAGSS_BCL BAGSS_BCU HSS_EC  HSS_EC_BCL HSS_EC_BCU EC_VALUE
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    DW_MEAN_SQUARE 9           >1.270      >1.270     NA         0.05  CTS       26624 0.0072867 0.0063337 0.0083818        NA        NA 0.015963   0.014526   0.01754           NA        NA 0.98268 0.98105 0.98418      NA      NA 2.19072        NA        NA 0.40722  0.40133  0.41313          NA       NA 0.98691  0.98547  0.98821       NA       NA 0.013091   0.011794   0.014528         NA       NA  0.81412  0.8094   0.81874      NA      NA 0.1463   0.1421   0.15059         NA      NA 0.14137       NA      NA 0.39413   0.32538   0.46287      NA     NA 0.24772       NA      NA 51.78779 38.15806  70.28594       NA       NA  3.94715   3.64174   4.25257        NA        NA  0.96211  0.95076  0.97346       NA       NA  0.69127  0.64194   0.74061      NA      NA  0.55653  0.51112  0.60193       NA       NA  0.65672  0.59533  0.7181       NA      NA  0.68404  0.62127  0.74682       NA       NA  0.11207         NA        NA 0.96537         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    DW_MEAN_SQUARE 9           >2.540      >2.540     NA         0.05  CTS       26624 0.0035306 0.0028863 0.0043183        NA        NA 0.0011268  0.00078944 0.0016081         NA        NA 0.99572 0.99486 0.99643      NA      NA 0.31915        NA        NA 0.053191 0.05056  0.055952         NA       NA 0.99906  0.99861  0.99936       NA       NA 0.00094233 0.00063883 0.0013898        NA       NA  0.83333  0.82881  0.83776      NA      NA 0.042017 0.039672 0.044494        NA      NA 0.041163      NA      NA 0.052249  0.0043705 0.10013      NA     NA 0.079072      NA      NA 59.5618  22.29894 159.0931        NA       NA  4.08701   3.10454   5.06949        NA        NA  0.96698  0.93507  0.99889       NA       NA  0.31613  0.1853    0.44695      NA      NA  0.44924  0.30518  0.5933        NA       NA  0.40736  0.28326  0.53146      NA      NA  0.41048  0.28398  0.53699       NA       NA  0.084473        NA        NA 0.99144         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    DW_MEAN_SQUARE 25          >0.254      >0.254     NA         0.05  CTS       26624 0.013522  0.012203  0.014981         NA        NA 0.10596    0.10232    0.10971           NA        NA 0.89832 0.89464 0.9019       NA      NA 7.83611        NA        NA 0.65833  0.65261  0.66401          NA       NA 0.90161  0.89798  0.90513       NA       NA 0.098386   0.094866   0.10202          NA       NA  0.91599  0.91259  0.91926      NA      NA 0.080503 0.077295 0.083832        NA      NA 0.068433      NA      NA 0.55995   0.51085   0.60904      NA     NA 0.1281        NA      NA 17.65763 14.14849  22.03712       NA       NA  2.87117   2.64961   3.09273        NA        NA  0.89281  0.87033  0.91528       NA       NA  0.82292  0.79419   0.85165      NA      NA  0.38688  0.36503  0.40874       NA       NA  0.69451  0.63243  0.75659      NA      NA  0.73349  0.67408  0.7929        NA       NA  0.058735        NA        NA 0.79665         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    DW_MEAN_SQUARE 25          >0.635      >0.635     NA         0.05  CTS       26624 0.010066  0.0089357 0.011338         NA        NA 0.052509   0.049894   0.055253          NA        NA 0.94877 0.94605 0.95135      NA      NA 5.21642        NA        NA 0.56343  0.55747  0.56938          NA       NA 0.95269  0.95007  0.95517       NA       NA 0.047314   0.044828   0.04993          NA       NA  0.89199  0.8882   0.89566      NA      NA 0.09967  0.096129 0.10333         NA      NA 0.091229      NA      NA 0.51612   0.45685   0.57539      NA     NA 0.1672        NA      NA 25.98687 20.27901  33.30132       NA       NA  3.25759   3.00959   3.5056         NA        NA  0.92589  0.90819  0.94359       NA       NA  0.77816  0.74193   0.81439      NA      NA  0.4588   0.42908  0.48853       NA       NA  0.68344  0.62262  0.74427      NA      NA  0.7236   0.66396  0.78323       NA       NA  0.071257        NA        NA 0.89754         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    DW_MEAN_SQUARE 25          >1.270      >1.270     NA         0.05  CTS       26624 0.0072867 0.0063337 0.0083818        NA        NA 0.014686   0.013309   0.016203          NA        NA 0.98374 0.98215 0.98519      NA      NA 2.01546        NA        NA 0.39175  0.38591  0.39763          NA       NA 0.98808  0.98671  0.98932       NA       NA 0.011918   0.010683   0.013294         NA       NA  0.80563  0.80083  0.81034      NA      NA 0.14931  0.14508  0.15364         NA      NA 0.14452       NA      NA 0.37983   0.31153   0.44814      NA     NA 0.25255       NA      NA 53.39629 39.20497  72.72454       NA       NA  3.97774   3.6688    4.28668        NA        NA  0.96323  0.95208  0.97438       NA       NA  0.6801   0.62982   0.73038      NA      NA  0.56048  0.51377  0.60718       NA       NA  0.65077  0.58949  0.71205      NA      NA  0.67695  0.6141   0.7398        NA       NA  0.11616         NA        NA 0.96747         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    DW_MEAN_SQUARE 25          >2.540      >2.540     NA         0.05  CTS       26624 0.0035306 0.0028863 0.0043183        NA        NA 0.00082632 0.00054578 0.0012509         NA        NA 0.99602 0.99519 0.99671      NA      NA 0.23404        NA        NA 0.053191 0.05056  0.055952         NA       NA 0.99936  0.99897  0.9996        NA       NA 0.00064078 0.00040046 0.0010252        NA       NA  0.77273  0.76765  0.77772      NA      NA 0.045045 0.042619 0.047603        NA      NA 0.044376      NA      NA 0.052551  0.0046721 0.10043      NA     NA 0.084981      NA      NA 87.61732 31.63829 242.64249       NA       NA  4.47298   3.45437   5.49159        NA        NA  0.97743  0.9547   1.00016       NA       NA  0.31613  0.1853    0.44695      NA      NA  0.48539  0.33773  0.63304       NA       NA  0.42958  0.30839  0.55077      NA      NA  0.43251  0.30911  0.55591       NA       NA  0.11678         NA        NA 0.99204         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  9           >0.254      >0.254     NA         0.05  CTS       26624 0.013522  0.012203  0.014981         NA        NA 0.10667    0.10302    0.11044           NA        NA 0.89769 0.89399 0.90127      NA      NA 7.88889        NA        NA 0.66111  0.6554   0.66677          NA       NA 0.90093  0.89728  0.90446       NA       NA 0.099071   0.09554    0.10272          NA       NA  0.9162   0.91281  0.91947      NA      NA 0.080351 0.077146 0.083677        NA      NA 0.068272      NA      NA 0.56204   0.51304   0.61104      NA     NA 0.12782       NA      NA 17.74031 14.20904  22.14918       NA       NA  2.87584   2.65388   3.0978         NA        NA  0.89328  0.87085  0.9157        NA       NA  0.82455  0.79594   0.85315      NA      NA  0.3867   0.36496  0.40844       NA       NA  0.69635  0.63425  0.75845      NA      NA  0.7351   0.67572  0.79448       NA       NA  0.058771        NA        NA 0.79537         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  9           >0.635      >0.635     NA         0.05  CTS       26624 0.010066  0.0089357 0.011338         NA        NA 0.05341    0.050773   0.056176          NA        NA 0.94794 0.94521 0.95055      NA      NA 5.30597        NA        NA 0.56716  0.5612   0.57311          NA       NA 0.95181  0.94918  0.95432       NA       NA 0.048186   0.045678   0.050825         NA       NA  0.89311  0.88934  0.89676      NA      NA 0.09883  0.095303 0.10247         NA      NA 0.090364      NA      NA 0.51898   0.45977   0.57819      NA     NA 0.16575       NA      NA 25.88292 20.19544  33.17212       NA       NA  3.25358   3.00546   3.50171        NA        NA  0.9256   0.90783  0.94338       NA       NA  0.78043  0.74438   0.81648      NA      NA  0.45737  0.42786  0.48688       NA       NA  0.68492  0.62397  0.74587      NA      NA  0.72518  0.66551  0.78486       NA       NA  0.070733        NA        NA 0.89588         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  9           >1.270      >1.270     NA         0.05  CTS       26624 0.0072867 0.0063337 0.0083818        NA        NA 0.014085   0.012738   0.015572          NA        NA 0.98434 0.98277 0.98576      NA      NA 1.93299        NA        NA 0.39175  0.38591  0.39763          NA       NA 0.98869  0.98734  0.98989       NA       NA 0.011313   0.010111   0.012656         NA       NA  0.79733  0.79246  0.80212      NA      NA 0.15416  0.14987  0.15855         NA      NA 0.14944       NA      NA 0.38044   0.31213   0.44875      NA     NA 0.26003       NA      NA 56.28808 41.28466  76.74395       NA       NA  4.03048   3.72049   4.34047        NA        NA  0.96509  0.95446  0.97572       NA       NA  0.6801   0.62982   0.73038      NA      NA  0.56761  0.52069  0.61452       NA       NA  0.65413  0.5934   0.71486      NA      NA  0.67996  0.61771  0.74222       NA       NA  0.12123         NA        NA 0.96867         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  9           >2.540      >2.540     NA         0.05  CTS       26624 0.0035306 0.0028863 0.0043183        NA        NA 0.00071364 0.00045693 0.0011144         NA        NA 0.99591 0.99506 0.9966       NA      NA 0.20213        NA        NA 0.021277 0.019611 0.02308          NA       NA 0.99936  0.99897  0.9996        NA       NA 0.00064078 0.00040046 0.0010252        NA       NA  0.89474  0.89099  0.89837      NA      NA 0.018018 0.016488 0.019687        NA      NA 0.017424      NA      NA 0.020636 -0.013626  0.054898     NA     NA 0.034252      NA      NA 33.90409  7.72255 148.84814       NA       NA  3.52354   2.04414   5.00293        NA        NA  0.9427   0.86036  1.02504       NA       NA  0.18914  0.017451  0.36082      NA      NA  0.3575   0.16151  0.5535        NA       NA  0.31266  0.15018  0.47513      NA      NA  0.3139   0.14977  0.47803       NA       NA  0.051618        NA        NA 0.99181         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  25          >0.254      >0.254     NA         0.05  CTS       26624 0.013522  0.012203  0.014981         NA        NA 0.11369    0.10994    0.11756           NA        NA 0.89059 0.88678 0.89428      NA      NA 8.40833        NA        NA 0.65833  0.65261  0.66401          NA       NA 0.89377  0.89001  0.89742       NA       NA 0.10623    0.10258    0.10999          NA       NA  0.9217   0.91842  0.92487      NA      NA 0.075238 0.072131 0.078468        NA      NA 0.063064      NA      NA 0.5521    0.50301   0.6012       NA     NA 0.11865       NA      NA 16.21161 12.99302  20.2275        NA       NA  2.78573   2.56441   3.00704        NA        NA  0.8838   0.85958  0.90802       NA       NA  0.82292  0.79419   0.85165      NA      NA  0.37196  0.35033  0.39358       NA       NA  0.68571  0.62161  0.7498       NA      NA  0.72424  0.66268  0.7858        NA       NA  0.054431        NA        NA 0.78117         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  25          >0.635      >0.635     NA         0.05  CTS       26624 0.010066  0.0089357 0.011338         NA        NA 0.052547   0.04993    0.055292          NA        NA 0.94835 0.94563 0.95095      NA      NA 5.22015        NA        NA 0.54478  0.53879  0.55075          NA       NA 0.95246  0.94984  0.95495       NA       NA 0.047541   0.04505    0.050163         NA       NA  0.89564  0.89191  0.89926      NA      NA 0.095989 0.092509 0.099586        NA      NA 0.087541      NA      NA 0.49723   0.43773   0.55674      NA     NA 0.16099       NA      NA 23.97549 18.72791  30.69346       NA       NA  3.17703   2.93001   3.42405        NA        NA  0.91992  0.90093  0.93891       NA       NA  0.76666  0.72952   0.8038       NA      NA  0.44923  0.41876  0.4797        NA       NA  0.66751  0.60564  0.72938      NA      NA  0.7077   0.64653  0.76888       NA       NA  0.067601        NA        NA 0.89671         NA         NA      0.5
V12.0.0 FCST  NA   150000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 APCP_03  kg/m^2     A3       APCP_03 kg/m^2    A3      ADPSFC FULL    LS_FIT_SQUARE  25          >1.270      >1.270     NA         0.05  CTS       26624 0.0072867 0.0063337 0.0083818        NA        NA 0.0085637  0.0075256  0.0097436         NA        NA 0.98806 0.98668 0.98929      NA      NA 1.17526        NA        NA 0.26804  0.26275  0.27339          NA       NA 0.99334  0.99229  0.99425       NA       NA 0.0066591  0.0057508  0.0077097        NA       NA  0.77193  0.76685  0.77693      NA      NA 0.14054  0.13642  0.14477         NA      NA 0.13666       NA      NA 0.26138   0.19927   0.3235       NA     NA 0.24047       NA      NA 54.6258  38.4722   77.56192       NA       NA  4.00051   3.64994   4.35108        NA        NA  0.96405  0.95167  0.97642       NA       NA  0.57789  0.51908   0.63671      NA      NA  0.55201  0.49416  0.60986       NA       NA  0.5839   0.5201   0.6477       NA      NA  0.60184  0.53547  0.66822       NA       NA  0.1277          NA        NA 0.97611         NA         NA      0.5
