VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV OBTYPE VX_MASK INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL BASER    VALUE_BASER N_PNT CL_1 VALUE_1    CL_2 VALUE_2    CL_3 VALUE_3    CL_4 VALUE_4   CL_5 VALUE_5   CL_6 VALUE_6   CL_7 VALUE_7   CL_8 VALUE_8   CL_9 VALUE_9   CL_10 VALUE_10  CL_11 VALUE_11   CL_12 VALUE_12   CL_13 VALUE_13   CL_14 VALUE_14   CL_15 VALUE_15  CL_16 VALUE_16   CL_17 VALUE_17   CL_18 VALUE_18   CL_19 VALUE_19
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 RH       %          Z2       RH      %         Z2      ANALYS FULL    NEAREST     1           >=80        >=80       NA         NA    ECLV      14162 0.63564     0.51775     19 0.05  -8.67422   0.1  -3.68585  0.15 -2.02306    0.2 -1.19167  0.25 -0.69283   0.3 -0.36027  0.35 -0.12273   0.4  0.055426 0.45  0.19399    0.5  0.30484   0.55  0.39554     0.6  0.47112    0.65  0.50508     0.7  0.45149    0.75  0.37647    0.8  0.26394    0.85   0.07639    0.9  -0.29871   0.95  -1.42402
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 RH       %          Z2       RH      %         Z2      ANALYS DTC165  NEAREST     1           >=80        >=80       NA         NA    ECLV       5558 0.52735     0.60679     19 0.05  -5.37495   0.1  -2.0708   0.15 -0.96942    0.2 -0.41873  0.25 -0.088314  0.3  0.13196  0.35  0.2893    0.4  0.40731  0.45  0.49909    0.5  0.57252   0.55  0.59752     0.6  0.57335    0.65  0.54228     0.7  0.50085    0.75  0.44285    0.8  0.35585    0.85   0.21085    0.9  -0.079154  0.95  -0.94916
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 RH       %          Z2       RH      %         Z2      ANALYS DTC166  NEAREST     1           >=80        >=80       NA         NA    ECLV       6862 0.66468     0.38979     19 0.05 -11.402     0.1  -5.02651  0.15 -2.90135    0.2 -1.83877  0.25 -1.20122   0.3 -0.77618  0.35 -0.47259   0.4 -0.24489  0.45 -0.067797   0.5  0.073881  0.55  0.1898      0.6  0.2864     0.65  0.36813     0.7  0.33867    0.75  0.24161    0.8  0.096032   0.85  -0.14661    0.9  -0.63188   0.95  -2.0877
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 RH       %          Z2       RH      %         Z2      ANALYS CONUS   NEAREST     1           >=80        >=80       NA         NA    ECLV       5479 0.50684     0.53429     19 0.05  -5.55699   0.1  -2.17802  0.15 -1.05169    0.2 -0.48853  0.25 -0.15063   0.3  0.074636 0.35  0.23554   0.4  0.35622  0.45  0.45008    0.5  0.52517   0.55  0.50838     0.6  0.47137    0.65  0.42379     0.7  0.36034    0.75  0.27152    0.8  0.13828    0.85  -0.083783   0.9  -0.52791   0.95  -1.86028
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 RH       %          Z2       RH      %         Z2      ANALYS LMV     NEAREST     1           >=80        >=80       NA         NA    ECLV        524 0.91794     0.4056      19 0.05 -22.02326   0.1 -10.16279  0.15 -6.2093     0.2 -4.23256  0.25 -3.04651   0.3 -2.25581  0.35 -1.69103   0.4 -1.26744  0.45 -0.93798    0.5 -0.67442   0.55 -0.45877     0.6 -0.27907    0.65 -0.12701     0.7  0.0033223  0.75  0.11628    0.8  0.21512    0.85   0.30233    0.9   0.37984   0.95   0.064449
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS FULL    NEAREST     1           >=2         >=2        NA         NA    ECLV      14162 0.32121     0.66696     19 0.05  -1.26537   0.1  -0.12109  0.15  0.26034    0.2  0.45106  0.25  0.56548   0.3  0.64177  0.35  0.65438   0.4  0.62966  0.45  0.60045    0.5  0.5654    0.55  0.52256     0.6  0.469      0.65  0.40015     0.7  0.30835    0.75  0.17982    0.8 -0.01297    0.85  -0.33429    0.9  -0.97692   0.95  -2.90481
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS FULL    NEAREST     1           >=5         >=5        NA         NA    ECLV      14162 0.074213    0.4206      19 0.05   0.13393   0.1   0.4085   0.15  0.38294    0.2  0.35419  0.25  0.3216    0.3  0.28436  0.35  0.24138   0.4  0.19125  0.45  0.132      0.5  0.060894  0.55 -0.026007    0.6 -0.13463    0.65 -0.2743      0.7 -0.46051    0.75 -0.72122    0.8 -1.11227    0.85  -1.76403    0.9  -3.06755   0.95  -6.97812
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  NEAREST     1           >=2         >=2        NA         NA    ECLV       5558 0.38485     0.59671     19 0.05  -2.44691   0.1  -0.69786  0.15 -0.11485    0.2  0.17666  0.25  0.35156   0.3  0.46817  0.35  0.55146   0.4  0.58859  0.45  0.55863    0.5  0.52267   0.55  0.47873     0.6  0.4238     0.65  0.35317     0.7  0.259      0.75  0.12716    0.8 -0.070594   0.85  -0.40019    0.9  -1.05937   0.95  -3.03693
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC165  NEAREST     1           >=5         >=5        NA         NA    ECLV       5558 0.077186    0.17721     19 0.05  -0.28563   0.1   0.16498  0.15  0.13588    0.2  0.10315  0.25  0.066045  0.3  0.023643 0.35 -0.025282  0.4 -0.082362 0.45 -0.14982    0.5 -0.23077   0.55 -0.32971     0.6 -0.45338    0.65 -0.61239     0.7 -0.8244     0.75 -1.12121    0.8 -1.56643    0.85  -2.30847    0.9  -3.79254   0.95  -8.24476
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  NEAREST     1           >=2         >=2        NA         NA    ECLV       6862 0.25896     0.72588     19 0.05  -0.42301   0.1   0.28889  0.15  0.52619    0.2  0.64484  0.25  0.71603   0.3  0.70994  0.35  0.68781   0.4  0.66198  0.45  0.63145    0.5  0.59482   0.55  0.55005     0.6  0.49409    0.65  0.42214     0.7  0.32621    0.75  0.1919     0.8 -0.0095667  0.85  -0.34534    0.9  -1.01688   0.95  -3.03151
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS DTC166  NEAREST     1           >=5         >=5        NA         NA    ECLV       6862 0.061207    0.582       19 0.05   0.4882    0.1   0.56429  0.15  0.53908    0.2  0.51071  0.25  0.47857   0.3  0.44184  0.35  0.39945   0.4  0.35     0.45  0.29156    0.5  0.22143   0.55  0.13571     0.6  0.028571   0.65 -0.10918     0.7 -0.29286    0.75 -0.55       0.8 -0.93571    0.85  -1.57857    0.9  -2.86429   0.95  -6.72143
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS CONUS   NEAREST     1           >=2         >=2        NA         NA    ECLV       5479 0.18489     0.50505     19 0.05  -0.94559   0.1   0.048589 0.15  0.37998    0.2  0.49926  0.25  0.47845   0.3  0.45466  0.35  0.42722   0.4  0.3952   0.45  0.35735    0.5  0.31194   0.55  0.25644     0.6  0.18707    0.65  0.097871    0.7 -0.02106    0.75 -0.18756    0.8 -0.43731    0.85  -0.85357    0.9  -1.68608   0.95  -4.18361
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS CONUS   NEAREST     1           >=5         >=5        NA         NA    ECLV       5479 0.043439    0.22804     19 0.05   0.22689   0.1   0.21755  0.15  0.20712    0.2  0.19538  0.25  0.18207   0.3  0.16687  0.35  0.14932   0.4  0.12885  0.45  0.10466    0.5  0.07563   0.55  0.040149    0.6 -0.0042017  0.65 -0.061224    0.7 -0.13725    0.75 -0.2437     0.8 -0.40336    0.85  -0.66947    0.9  -1.20168   0.95  -2.79832
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS LMV     NEAREST     1           >=2         >=2        NA         NA    ECLV        524 0          NA           19 0.05  NA         0.1  NA        0.15 NA          0.2 NA        0.25 NA         0.3 NA        0.35 NA         0.4 NA        0.45 NA          0.5 NA         0.55 NA           0.6 NA          0.65 NA           0.7 NA          0.75 NA          0.8 NA          0.85  NA          0.9  NA         0.95  NA
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 UGRD     m/s        Z10      UGRD    m/s       Z10     ANALYS LMV     NEAREST     1           >=5         >=5        NA         NA    ECLV        524 0          NA           19 0.05  NA         0.1  NA        0.15 NA          0.2 NA        0.25 NA         0.3 NA        0.35 NA         0.4 NA        0.45 NA          0.5 NA         0.55 NA           0.6 NA          0.65 NA           0.7 NA          0.75 NA          0.8 NA          0.85  NA          0.9  NA         0.95  NA
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS FULL    NEAREST     1           >=2         >=2        NA         NA    ECLV      14162 0.25738     0.54592     19 0.05  -1.49044   0.1  -0.22678  0.15  0.19445    0.2  0.40506  0.25  0.53143   0.3  0.52475  0.35  0.49638   0.4  0.46328  0.45  0.42417    0.5  0.37723   0.55  0.31986     0.6  0.24815    0.65  0.15595     0.7  0.033013   0.75 -0.13909    0.8 -0.39726    0.85  -0.82753    0.9  -1.68807   0.95  -4.26968
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS FULL    NEAREST     1           >=5         >=5        NA         NA    ECLV      14162 0.053453    0.44803     19 0.05   0.4088    0.1   0.43417  0.15  0.41759    0.2  0.39894  0.25  0.37781   0.3  0.35365  0.35  0.32578   0.4  0.29326  0.45  0.25483    0.5  0.20872   0.55  0.15236     0.6  0.081902   0.65 -0.0086809   0.7 -0.12946    0.75 -0.29855    0.8 -0.55218    0.85  -0.9749     0.9  -1.82034   0.95  -4.35667
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS DTC165  NEAREST     1           >=2         >=2        NA         NA    ECLV       5558 0.21267     0.37774     19 0.05  -2.01691   0.1  -0.45155  0.15  0.070232   0.2  0.33112  0.25  0.36774   0.3  0.35267  0.35  0.33529   0.4  0.315    0.45  0.29103    0.5  0.26227   0.55  0.22711     0.6  0.18316    0.65  0.12666     0.7  0.051325   0.75 -0.054146   0.8 -0.21235    0.85  -0.47603    0.9  -1.00338   0.95  -2.58545
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS DTC165  NEAREST     1           >=5         >=5        NA         NA    ECLV       5558 0.04606     0.091109    19 0.05   0.090872  0.1   0.087674 0.15  0.084099   0.2  0.080078 0.25  0.075521  0.3  0.070312 0.35  0.064303  0.4  0.057292 0.45  0.049006   0.5  0.039063  0.55  0.02691     0.6  0.011719   0.65 -0.0078125   0.7 -0.033854   0.75 -0.070313   0.8 -0.125      0.85  -0.21615    0.9  -0.39844   0.95  -0.94531
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS DTC166  NEAREST     1           >=2         >=2        NA         NA    ECLV       6862 0.31769     0.60551     19 0.05  -1.41734   0.1  -0.217    0.15  0.18311    0.2  0.38317  0.25  0.5032    0.3  0.58323  0.35  0.58412   0.4  0.54648  0.45  0.502      0.5  0.44862   0.55  0.38338     0.6  0.30183    0.65  0.19699     0.7  0.057187   0.75 -0.13853    0.8 -0.43211    0.85  -0.92141    0.9  -1.9       0.95  -4.83578
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS DTC166  NEAREST     1           >=5         >=5        NA         NA    ECLV       6862 0.059749    0.59638     19 0.05   0.51798   0.1   0.57724  0.15  0.55093    0.2  0.52134  0.25  0.4878    0.3  0.44948  0.35  0.40525   0.4  0.35366  0.45  0.29268    0.5  0.21951   0.55  0.13008     0.6  0.018293   0.65 -0.12544     0.7 -0.31707    0.75 -0.58537    0.8 -0.9878     0.85  -1.65854    0.9  -3         0.95  -7.02439
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS CONUS   NEAREST     1           >=2         >=2        NA         NA    ECLV       5479 0.2641      0.46066     19 0.05  -2.20139   0.1  -0.55952  0.15 -0.012235   0.2  0.26141  0.25  0.4256    0.3  0.44476  0.35  0.4197    0.4  0.39046  0.45  0.35591    0.5  0.31444   0.55  0.26376     0.6  0.20041    0.65  0.11897     0.7  0.010366   0.75 -0.14167    0.8 -0.36973    0.85  -0.74983    0.9  -1.51002   0.95  -3.7906
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS CONUS   NEAREST     1           >=5         >=5        NA         NA    ECLV       5479 0.046541    0.086368    19 0.05   0.086068  0.1   0.081481 0.15  0.076355   0.2  0.070588 0.25  0.064052  0.3  0.056583 0.35  0.047964  0.4  0.037908 0.45  0.026025   0.5  0.011765  0.55 -0.0056645   0.6 -0.027451   0.65 -0.055462    0.7 -0.09281    0.75 -0.1451     0.8 -0.22353    0.85  -0.35425    0.9  -0.61569   0.95  -1.4
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS LMV     NEAREST     1           >=2         >=2        NA         NA    ECLV        524 0.034351    0.26416     19 0.05   0.23099   0.1   0.11728  0.15 -0.0098039  0.2 -0.15278  0.25 -0.31481   0.3 -0.5      0.35 -0.71368   0.4 -0.96296  0.45 -1.25758    0.5 -1.61111   0.55 -2.04321     0.6 -2.58333    0.65 -3.27778     0.7 -4.2037     0.75 -5.5        0.8 -7.44444    0.85 -10.68519    0.9 -17.16667   0.95 -36.61111
V12.0.0 FCST  NA   120000    20050807_120000 20050807_120000 000000   20050807_120000 20050807_120000 VGRD     m/s        Z10      VGRD    m/s       Z10     ANALYS LMV     NEAREST     1           >=5         >=5        NA         NA    ECLV        524 0          NA           19 0.05  NA         0.1  NA        0.15 NA          0.2 NA        0.25 NA         0.3 NA        0.35 NA         0.4 NA        0.45 NA          0.5 NA         0.55 NA           0.6 NA          0.65 NA           0.7 NA          0.75 NA          0.8 NA          0.85  NA          0.9  NA         0.95  NA
