VERSION MODEL DESC FCST_LEAD FCST_VALID_BEG  FCST_VALID_END  OBS_LEAD OBS_VALID_BEG   OBS_VALID_END   FCST_VAR FCST_UNITS FCST_LEV OBS_VAR OBS_UNITS OBS_LEV  OBTYPE VX_MASK   INTERP_MTHD INTERP_PNTS FCST_THRESH OBS_THRESH COV_THRESH ALPHA LINE_TYPE TOTAL FBAR      OBAR       FOBAR       FFBAR       OOBAR       MAE
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC ALLLATLON NEAREST     1           NA          NA         NA         NA    SL1L2      4474   1.2742    1.02718      7.82423    10.96178     7.97046 1.37543
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC LATGE39   NEAREST     1           NA          NA         NA         NA    SL1L2      2511   2.146     1.78507     12.62752    16.74107    12.49953 1.52008
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        Z10      UGRD    NA        Z10      ADPSFC LATLT39   NEAREST     1           NA          NA         NA         NA    SL1L2      1963   0.15903   0.057718     1.68003     3.56912     2.17703 1.19039
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC KDEN      NEAREST     1           NA          NA         NA         NA    SL1L2         1   2.12809   1.1          2.3409      4.52877     1.21    1.02809
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC SID_CO    NEAREST     1           NA          NA         NA         NA    SL1L2        80   0.37251  -0.10875      1.89125     2.78407     4.38963 1.57376
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC ALLLATLON NEAREST     1           NA          NA         NA         NA    SL1L2      4474  -0.52617  -0.37725      3.44606     5.39355     4.34144 1.29357
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC LATGE39   NEAREST     1           NA          NA         NA         NA    SL1L2      2511  -0.78841  -0.59184      5.03576     7.32331     6.07784 1.39043
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        Z10      VGRD    NA        Z10      ADPSFC LATLT39   NEAREST     1           NA          NA         NA         NA    SL1L2      1963  -0.19072  -0.10275      1.41257     2.92508     2.1203  1.16968
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA ALLLATLON NEAREST     1           NA          NA         NA         NA    SL1L2       666   4.41382   4.54264     87.2902     88.7841     92.0224  1.92081
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA LATGE39   NEAREST     1           NA          NA         NA         NA    SL1L2       350   4.88787   5.23714    120.58784   120.47639   126.64337 1.86409
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 UGRD     m/s        P850-700 UGRD    NA        P850-700 ADPUPA LATLT39   NEAREST     1           NA          NA         NA         NA    SL1L2       316   3.88877   3.77342     50.40991    53.68187    53.67639 1.98363
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA ALLLATLON NEAREST     1           NA          NA         NA         NA    SL1L2       666  -1.49253  -1.45721     66.15261    66.83334    72.15224 2.05953
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA LATGE39   NEAREST     1           NA          NA         NA         NA    SL1L2       350  -1.38415  -1.14143     89.89713    89.81279    97.33814 2.13478
V12.0.0 FCST  NA   120000    20120409_120000 20120409_120000 000000   20120409_113000 20120409_123000 VGRD     m/s        P850-700 VGRD    NA        P850-700 ADPUPA LATLT39   NEAREST     1           NA          NA         NA         NA    SL1L2       316  -1.61256  -1.80696     39.8533     41.38141    44.25646 1.97617
